ticket,marital_status,gender,dwelling,adults,children,education,income,occupation,CCAA,response
e06d3ae7-0c4e-40df-b37e-97ee28fec6ed_b981c2388d27d31f,Casado/a,Hombre,Dúplex o loft,3 personas,1 niño/a,"Máster, licenciatura o superior",Prefiero no responder,Trabajo a tiempo completo,Comunidad de Madrid,25
d27ab758-0667-4aab-9940-d44b7a078bd0_b981c2388d27d31f,Soltero/a,Mujer,Apartamento o piso,Vivo solo/a,Ninguna,"Máster, licenciatura o superior",1501€ - 2000€,Trabajo a tiempo completo,Cataluña,49
f4004fa4a9751da2_b981c2388d27d31f_54f85748c33c1372_b14a96b6059e4e364bb0a2dc0aaf64d4,Pareja de hecho o relación estable no matrimonial,Hombre,Apartamento o piso,2 personas,Ninguna,"Máster, licenciatura o superior",Prefiero no responder,Trabajo a tiempo completo,Cataluña,25
1c7529d3-540a-43ee-b546-8bbcfe0d1492_b981c2388d27d31f,Casado/a,Hombre,Ático,2 personas,Ninguna,Formación profesional o técnica,Prefiero no responder,Trabajo a tiempo completo,Comunidad de Madrid,90
9d28cd96b126a9d9_b981c2388d27d31f_dd85f616ffb548d0_d87cd520a5870f5d2f8cf5f9845d5f0a,Casado/a,Hombre,Casa unifamiliar adosada,5 o más personas,Ninguna,"Máster, licenciatura o superior",3001€ - 4000€,Trabajo a tiempo completo,Andalucía,14
99d636a9029dd8b6_b981c2388d27d31f_782cbd14a472d242_4c0c77eb5c5f8820da56d57612e3e116,Soltero/a,Mujer,Apartamento o piso,Vivo solo/a,Ninguna,Formación profesional o técnica,1000€ o menos,Desempleado/a,Cataluña,50
11d97cf1-077b-48f0-9bb4-07e0f73bcc7e_b981c2388d27d31f,Soltero/a,Hombre,Casa unifamiliar adosada,2 personas,Ninguna,"Máster, licenciatura o superior",1501€ - 2000€,Trabajo a tiempo completo,Andalucía,25
977e9404-9517-4317-8557-672e884737e3_b981c2388d27d31f,Casado/a,Hombre,Apartamento o piso,4 personas,Ninguna,Educación secundaria,Prefiero no responder,Jubilado/a o pensionista,Andalucía,50
25b5d52537225079_b981c2388d27d31f_4d6bfcf76822d91d_396ad85ef6ab4ac8e7e1818a94e1ccdf,Casado/a,Mujer,Apartamento o piso,2 personas,1 niño/a,Grado o diplomatura,3001€ - 4000€,Trabajo a tiempo parcial,Andalucía,35
d592897c-094c-46e5-b260-3721df7234c5_b981c2388d27d31f,Soltero/a,Mujer,Apartamento o piso,Vivo solo/a,Ninguna,"Máster, licenciatura o superior",Prefiero no responder,Trabajo a tiempo completo,País Vasco,0
08ab8c50-df61-4de4-bf6f-c9088ec9ca64_b981c2388d27d31f,Soltero/a,Mujer,Apartamento o piso,Vivo solo/a,Ninguna,"Máster, licenciatura o superior",2501€ - 3000€,Jubilado/a o pensionista,Canarias,25
e3ef75fb-e60b-4946-9863-21f3cc536fe2_b981c2388d27d31f,Casado/a,Hombre,Casa unifamiliar adosada,2 personas,Ninguna,Educación secundaria,3001€ - 4000€,Jubilado/a o pensionista,NA,24
44d2a005-ca68-424a-a42f-4f7f88ffdb36_b981c2388d27d31f,Casado/a,Mujer,Ático,2 personas,Ninguna,Grado o diplomatura,Prefiero no responder,Jubilado/a o pensionista,Comunidad de Madrid,50
0c66d6a7-5107-488d-877a-f560148bf68d_b981c2388d27d31f,Pareja de hecho o relación estable no matrimonial,Hombre,Apartamento o piso,2 personas,Ninguna,Formación profesional o técnica,Prefiero no responder,Jubilado/a o pensionista,Castilla y León,27
c495849d-ca5a-467e-b144-f76cfbb8b7f6_b981c2388d27d31f,Soltero/a,Hombre,Apartamento o piso,Vivo solo/a,Ninguna,Grado o diplomatura,1501€ - 2000€,Desempleado/a,Andalucía,50
3b4a33a5-c8eb-4c65-a3d8-b9c600aa6591_b981c2388d27d31f,Casado/a,Hombre,Casa unifamiliar adosada,2 personas,Ninguna,Grado o diplomatura,3001€ - 4000€,Jubilado/a o pensionista,Andalucía,35
7b3204af-d6ef-430e-915e-e4a2d643abd1_b981c2388d27d31f,Prefiero no responder,Mujer,Otro,5 o más personas,4 o más niños/as,"Máster, licenciatura o superior",Prefiero no responder,Trabajo a tiempo completo,Cataluña,22
bf957a05-ffce-4ee9-997d-80fa9b2e57bf_b981c2388d27d31f,Casado/a,Hombre,Casa unifamiliar adosada,2 personas,Ninguna,"Máster, licenciatura o superior",3001€ - 4000€,Jubilado/a o pensionista,Extremadura,52
16fc305c-bf0d-4d85-a2e0-29513977501b_b981c2388d27d31f,Casado/a,Hombre,Casa unifamiliar no adosada,2 personas,Ninguna,Formación profesional o técnica,1000€ o menos,Desempleado/a,Galicia,0
de32a1fe-6388-4a55-918d-aa674319698d_b981c2388d27d31f,Casado/a,Mujer,Apartamento o piso,2 personas,Ninguna,Grado o diplomatura,3001€ - 4000€,Trabajo a tiempo completo,Comunidad Valenciana,25
9a4c644f2abdb5ad_b981c2388d27d31f_dd0ab91abf4c55c4_7aa7d3cd38c9c56ce7b400af01e71ab8,Casado/a,Hombre,Apartamento o piso,2 personas,2 niños/as,Grado o diplomatura,3001€ - 4000€,Trabajo a tiempo completo,Cataluña,50
e0b78120-02eb-4e23-9a8c-73f44d86189a_b981c2388d27d31f,Soltero/a,Hombre,Apartamento o piso,Vivo solo/a,Ninguna,"Máster, licenciatura o superior",1000€ o menos,Estudiante,NA,38
ee821308-5587-4396-8f21-f10369d7c49b_b981c2388d27d31f,Soltero/a,Hombre,Casa unifamiliar no adosada,2 personas,Ninguna,Educación secundaria,Prefiero no responder,Jubilado/a o pensionista,Canarias,49
7e57ab1d-a4a9-4948-af73-176b7c12fbe1_b981c2388d27d31f,Divorciado/a o separado/a,Hombre,Apartamento o piso,2 personas,Ninguna,"Máster, licenciatura o superior",3001€ - 4000€,Trabajo a tiempo completo,Comunidad de Madrid,23
c5c9c9fc-d532-49a7-97a9-d8fb1368c3d4_b981c2388d27d31f,Casado/a,Mujer,Apartamento o piso,2 personas,1 niño/a,"Máster, licenciatura o superior",2501€ - 3000€,Trabajo a tiempo completo,Comunidad de Madrid,26
ffff8a9f-01e7-4cb3-9eb5-a67e4fa17a58_b981c2388d27d31f,Soltero/a,Mujer,Apartamento o piso,Vivo solo/a,Ninguna,Grado o diplomatura,1501€ - 2000€,Trabajo a tiempo completo,Andalucía,50
e0db8e8b-7eef-4ac0-84e9-e147c2773d11_b981c2388d27d31f,Casado/a,Hombre,Apartamento o piso,2 personas,Ninguna,Formación profesional o técnica,3001€ - 4000€,Jubilado/a o pensionista,NA,50
d4d76f24-400a-4d58-84d0-3aa7451e52f8_b981c2388d27d31f,Soltero/a,Hombre,Apartamento o piso,Vivo solo/a,Ninguna,Grado o diplomatura,1501€ - 2000€,Trabajo a tiempo completo,Asturias,25
b5f4b4d7-6dae-47b9-87e7-610d8f709c69_b981c2388d27d31f,Casado/a,Hombre,Apartamento o piso,2 personas,1 niño/a,Formación profesional o técnica,Más de 4000€,Trabajo a tiempo completo,Comunidad de Madrid,5
038d80c8-ea10-44ff-bd6b-acea493bf96e_b981c2388d27d31f,Soltero/a,Mujer,Apartamento o piso,2 personas,Ninguna,Educación secundaria,3001€ - 4000€,Jubilado/a o pensionista,Andalucía,76
558895049724c92d_b981c2388d27d31f_c72d0a2a81a3b38d_55b8d4ef5a7b38552e97f05c6a250cb0,Soltero/a,Hombre,Apartamento o piso,2 personas,Ninguna,Grado o diplomatura,3001€ - 4000€,Trabajo a tiempo completo,Galicia,50
f8a82283226709c6_b981c2388d27d31f_d6b621f35b601d06_3c496d4c83948b4851bda532b79ecf9a,Casado/a,Hombre,Apartamento o piso,4 personas,Ninguna,Grado o diplomatura,Más de 4000€,Trabajo a tiempo completo,Andalucía,25
d9b313de-6417-4bcf-ad8f-b7d496b2f821_b981c2388d27d31f,Pareja de hecho o relación estable no matrimonial,Mujer,Apartamento o piso,2 personas,Ninguna,Grado o diplomatura,Prefiero no responder,Trabajo a tiempo completo,NA,50
e4de0573-aba9-4c84-bc35-d43f8bf6d2f9_b981c2388d27d31f,Soltero/a,Mujer,Apartamento o piso,2 personas,Ninguna,"Máster, licenciatura o superior",Prefiero no responder,Trabajo a tiempo completo,Comunidad de Madrid,50
6bfe2114-e30d-481c-9fd1-b85c70fdcda3_b981c2388d27d31f,Soltero/a,Mujer,Apartamento o piso,Vivo solo/a,Ninguna,Educación secundaria,Prefiero no responder,Trabajo a tiempo parcial,País Vasco,25
ce840506-0de7-4f73-95cc-3a9f5ebff03b_b981c2388d27d31f,Casado/a,Mujer,Apartamento o piso,2 personas,Ninguna,"Máster, licenciatura o superior",3001€ - 4000€,Trabajo a tiempo completo,Comunidad de Madrid,25
a7f663be-9e1c-4578-800c-c46c16ad09dc_b981c2388d27d31f,Casado/a,Hombre,Casa unifamiliar adosada,2 personas,Ninguna,Educación secundaria,2501€ - 3000€,Jubilado/a o pensionista,Castilla-La Mancha,50
f7d5a349-fb97-45b5-8624-4064b1bdcbd2_b981c2388d27d31f,Divorciado/a o separado/a,Hombre,Apartamento o piso,Vivo solo/a,Ninguna,"Máster, licenciatura o superior",Más de 4000€,Jubilado/a o pensionista,NA,76
a7c2c429-b7cf-4f85-a900-17c9c89d853b_b981c2388d27d31f,Casado/a,Hombre,Apartamento o piso,2 personas,Ninguna,"Máster, licenciatura o superior",1001€ - 1500€,Jubilado/a o pensionista,Asturias,26
a16aae81-6351-4f23-b662-e81f7c845af4_b981c2388d27d31f,Casado/a,Mujer,Apartamento o piso,4 personas,Ninguna,Formación profesional o técnica,1501€ - 2000€,Desempleado/a,Comunidad Valenciana,75
b2ad6cad-125f-45f1-955d-49004bca5ca3_b981c2388d27d31f,Casado/a,Mujer,Apartamento o piso,2 personas,Ninguna,"Máster, licenciatura o superior",Prefiero no responder,Trabajo a tiempo completo,Galicia,50
52fdcb6c-51f0-4eb5-a0b8-a7c3955190e1_b981c2388d27d31f,Casado/a,Mujer,Apartamento o piso,4 personas,2 niños/as,"Máster, licenciatura o superior",Prefiero no responder,Trabajo a tiempo completo,Galicia,69
c17e3846-4e3b-49b4-97d1-4ca8e1a574cf_b981c2388d27d31f,Casado/a,Hombre,Apartamento o piso,2 personas,Ninguna,"Máster, licenciatura o superior",Más de 4000€,Trabajo a tiempo completo,Comunidad Valenciana,74
9f53262d-b5ad-4bbc-8ea3-854b9efc57b6_b981c2388d27d31f,Soltero/a,Hombre,Casa unifamiliar adosada,3 personas,Ninguna,Grado o diplomatura,1501€ - 2000€,Desempleado/a,Andalucía,75
6121b1b4-45e8-4ea5-b196-80abb02446ca_b981c2388d27d31f,Viudo/a,Mujer,Apartamento o piso,Vivo solo/a,Ninguna,Formación profesional o técnica,Prefiero no responder,Jubilado/a o pensionista,Región de Murcia,43
826ddf65-f272-4b69-9dd2-ad0f362775cc_b981c2388d27d31f,Pareja de hecho o relación estable no matrimonial,Hombre,Casa unifamiliar no adosada,2 personas,Ninguna,"Máster, licenciatura o superior",Prefiero no responder,Trabajo a tiempo completo,Canarias,50
59fd7d1b65af3940_b981c2388d27d31f_77402b3793fc929a_dde159408ea3fe5c08adeb18361192ed,Casado/a,Hombre,Apartamento o piso,3 personas,Ninguna,Educación primaria,2001€ - 2500€,Trabajo a tiempo completo,Comunidad Valenciana,74
2b16a4bc-752a-4f6d-ba68-e7737b6ffc12_b981c2388d27d31f,Soltero/a,Hombre,Casa unifamiliar no adosada,3 personas,1 niño/a,Formación profesional o técnica,2501€ - 3000€,Estudiante,Cataluña,26
799225da3a15a631_b981c2388d27d31f_2ca3c7254238314a_e4bcbd6c0351a8772df67e615eceee66,Casado/a,Mujer,Apartamento o piso,4 personas,Ninguna,Educación secundaria,1001€ - 1500€,Trabajo a tiempo parcial,Castilla y León,50
62c89cdb-738e-4259-8aa6-8365373b699a_b981c2388d27d31f,Viudo/a,Mujer,Apartamento o piso,2 personas,Ninguna,Grado o diplomatura,Prefiero no responder,Trabajo a tiempo completo,Castilla y León,79
e1e34083-ca19-4712-82b2-5336bdffd107_b981c2388d27d31f,Casado/a,Hombre,Apartamento o piso,3 personas,Ninguna,Formación profesional o técnica,1001€ - 1500€,Trabajo a tiempo completo,Canarias,26
3aa423ac1a183d80_b981c2388d27d31f_dd85f616ffb548d0_f2cfb69cffc316d710e05da4e4201df6,Casado/a,Hombre,Apartamento o piso,2 personas,1 niño/a,"Máster, licenciatura o superior",2501€ - 3000€,Trabajo a tiempo completo,Comunidad de Madrid,38
3b33cb94-c157-4cac-8b7f-339bfef533cf_b981c2388d27d31f,Casado/a,Mujer,Casa unifamiliar no adosada,3 personas,1 niño/a,Grado o diplomatura,3001€ - 4000€,Trabajo a tiempo completo,Comunidad de Madrid,24
65d91fa7-e01e-45e8-a280-b96e53e22ed6_b981c2388d27d31f,Casado/a,Hombre,Casa unifamiliar no adosada,3 personas,Ninguna,Educación primaria,3001€ - 4000€,Jubilado/a o pensionista,Galicia,50
4453e2bd-20a1-49c3-aec2-26ed655e016f_b981c2388d27d31f,Casado/a,Hombre,Casa unifamiliar no adosada,2 personas,Ninguna,"Máster, licenciatura o superior",1000€ o menos,Desempleado/a,Galicia,100
njhjwqoyg4zcgy6v_b981c2388d27d31f_db61ff41d01f9205_d868a84716ab99d3c2afc2b0f157a85f,Casado/a,Mujer,Apartamento o piso,2 personas,2 niños/as,Grado o diplomatura,Prefiero no responder,Trabajo a tiempo completo,País Vasco,24
bd6555ac-d723-49c6-8312-cf994ac2c871_b981c2388d27d31f,Casado/a,Hombre,Apartamento o piso,4 personas,1 niño/a,Grado o diplomatura,Prefiero no responder,Trabajo a tiempo completo,Cataluña,75
26a0175d-6204-4377-bb37-4fb7d15b5424_b981c2388d27d31f,Casado/a,Mujer,Casa unifamiliar no adosada,3 personas,1 niño/a,Grado o diplomatura,Prefiero no responder,Trabajo a tiempo completo,Cataluña,50
fc569d64-b8c9-4c18-813c-694905494e6c_b981c2388d27d31f,Divorciado/a o separado/a,Mujer,Casa unifamiliar adosada,2 personas,Ninguna,Formación profesional o técnica,1000€ o menos,Desempleado/a,Andalucía,50
2f2db9bb-5fcd-42bc-ae36-4c76260a01b8_b981c2388d27d31f,Soltero/a,Hombre,Ático,Vivo solo/a,Ninguna,Formación profesional o técnica,2001€ - 2500€,Trabajo a tiempo completo,Andalucía,50
c803eed9-20c3-4968-b7de-ee8bd209d366_b981c2388d27d31f,Casado/a,Mujer,Casa unifamiliar no adosada,2 personas,Ninguna,Educación secundaria,Prefiero no responder,Jubilado/a o pensionista,Galicia,50
b5f0e1c2-a02a-45c8-accd-ef374779e1cd_b981c2388d27d31f,Casado/a,Hombre,Apartamento o piso,3 personas,Ninguna,Educación secundaria,Prefiero no responder,Jubilado/a o pensionista,Extremadura,60
0ee7e817-839f-4031-8c48-742f56d1b70a_b981c2388d27d31f,Divorciado/a o separado/a,Hombre,Casa unifamiliar no adosada,Vivo solo/a,Ninguna,Educación secundaria,1000€ o menos,Desempleado/a,Comunidad Valenciana,14
d1d8657e-1cd9-4c9f-98e3-2a1d3b8d8cd3_b981c2388d27d31f,Soltero/a,Mujer,Casa unifamiliar no adosada,2 personas,Ninguna,Educación secundaria,3001€ - 4000€,Jubilado/a o pensionista,Asturias,76
6719cf9f-a8b2-4549-83dd-83e909acfa87_b981c2388d27d31f,Casado/a,Mujer,Apartamento o piso,2 personas,Ninguna,Grado o diplomatura,3001€ - 4000€,Trabajo a tiempo completo,Galicia,24
afb3a565-72a8-4ad6-bb12-e9d899b4b8eb_b981c2388d27d31f,Soltero/a,Hombre,Ático,Vivo solo/a,Ninguna,"Máster, licenciatura o superior",Prefiero no responder,Trabajo a tiempo completo,Comunidad Valenciana,50
01c227b6-9441-4339-a60b-a066b207cf4b_b981c2388d27d31f,Casado/a,Hombre,Apartamento o piso,2 personas,Ninguna,"Máster, licenciatura o superior",Más de 4000€,Jubilado/a o pensionista,NA,24
5cd39324-6e6b-4838-8a8b-d2b22398da0f_b981c2388d27d31f,Soltero/a,Hombre,Apartamento o piso,2 personas,Ninguna,Educación secundaria,1001€ - 1500€,Desempleado/a,Comunidad Valenciana,24
088b65ae-0e73-4b4c-b9c8-0800651faf4a_b981c2388d27d31f,Pareja de hecho o relación estable no matrimonial,Hombre,Apartamento o piso,2 personas,Ninguna,"Máster, licenciatura o superior",2001€ - 2500€,Trabajo a tiempo completo,Comunidad de Madrid,25
7892296a-5c9e-4f39-9fb7-00aeba813c22_b981c2388d27d31f,Casado/a,Mujer,Apartamento o piso,2 personas,Ninguna,Educación secundaria,Más de 4000€,Desempleado/a,Comunidad Valenciana,41
ca16bda4-1343-4cb7-9649-8b804e79d1ae_b981c2388d27d31f,Pareja de hecho o relación estable no matrimonial,Mujer,Casa unifamiliar adosada,2 personas,Ninguna,Formación profesional o técnica,1501€ - 2000€,Jubilado/a o pensionista,NA,22
7e0nxf3ya6uhk3mj_b981c2388d27d31f_208f85fc33566612_6b49e296bfd4553a52528166c8182703,Viudo/a,Mujer,Apartamento o piso,3 personas,Ninguna,"Máster, licenciatura o superior",2001€ - 2500€,Jubilado/a o pensionista,Castilla y León,50
fb707a38-f9af-4301-aeb0-8fd6aca3ae1a_b981c2388d27d31f,Casado/a,Mujer,Casa unifamiliar adosada,2 personas,1 niño/a,Grado o diplomatura,2501€ - 3000€,Trabajo a tiempo completo,Castilla y León,50
6a411655-489a-4192-b298-9c8f422d7f54_b981c2388d27d31f,Pareja de hecho o relación estable no matrimonial,Mujer,Apartamento o piso,2 personas,Ninguna,"Máster, licenciatura o superior",Más de 4000€,Trabajo a tiempo completo,Cataluña,7
41de0b2c-b116-4a7d-a82d-b53f25507479_b981c2388d27d31f,Divorciado/a o separado/a,Mujer,Apartamento o piso,Vivo solo/a,Ninguna,Educación secundaria,1001€ - 1500€,Jubilado/a o pensionista,Comunidad de Madrid,53
2f7987d0387b067f_b981c2388d27d31f_0c4b2374f7384994_59cea925348526ce7170bb67503b329a,Soltero/a,Mujer,Apartamento o piso,Vivo solo/a,Ninguna,Formación profesional o técnica,1501€ - 2000€,Trabajo a tiempo completo,Comunidad de Madrid,58
73a85ca9-b742-4619-9fd3-96d7a12173f2_b981c2388d27d31f,Casado/a,Mujer,Apartamento o piso,2 personas,Ninguna,"Máster, licenciatura o superior",Prefiero no responder,Jubilado/a o pensionista,Cataluña,51
ae5fe100-403a-4258-b2b8-fba659b584bb_b981c2388d27d31f,Casado/a,Hombre,Apartamento o piso,2 personas,Ninguna,Formación profesional o técnica,1001€ - 1500€,Trabajo a tiempo completo,Comunidad Valenciana,37
3ec0b274-f2ca-45ca-b416-94a01c9fc7a7_b981c2388d27d31f,Casado/a,Mujer,Apartamento o piso,3 personas,Ninguna,Educación secundaria,Prefiero no responder,Trabajo a tiempo completo,Castilla y León,12
7753bf3c-b1db-4203-96ae-3a38f2a6289b_b981c2388d27d31f,Casado/a,Hombre,Apartamento o piso,3 personas,Ninguna,"Máster, licenciatura o superior",2501€ - 3000€,Trabajo a tiempo completo,Castilla y León,50
bc6205f7-6196-4e6d-9808-6670cbe2caa8_b981c2388d27d31f,Casado/a,Hombre,Casa unifamiliar no adosada,3 personas,Ninguna,Formación profesional o técnica,3001€ - 4000€,Trabajo a tiempo completo,Cataluña,13
476850d1-5aa3-40c0-a2d9-66c2a081b666_b981c2388d27d31f,Soltero/a,Mujer,Apartamento o piso,2 personas,Ninguna,Grado o diplomatura,1501€ - 2000€,Trabajo a tiempo parcial,NA,50
b1d7b49a-fa06-4909-b2a4-533615fc7f9c_b981c2388d27d31f,Casado/a,Hombre,Casa unifamiliar adosada,3 personas,Ninguna,Grado o diplomatura,Más de 4000€,Jubilado/a o pensionista,Andalucía,50
9635e328-49c5-46e2-b236-270bed931cf3_b981c2388d27d31f,Casado/a,Hombre,Apartamento o piso,2 personas,Ninguna,"Máster, licenciatura o superior",Más de 4000€,Trabajo a tiempo completo,NA,17
463f6867-a5a9-44c3-8d19-1e455c90fd55_b981c2388d27d31f,Casado/a,Hombre,Apartamento o piso,3 personas,Ninguna,Grado o diplomatura,2501€ - 3000€,Jubilado/a o pensionista,NA,74
8f8bb56e-c6b3-4c4b-9eed-391908dd2fd0_b981c2388d27d31f,Pareja de hecho o relación estable no matrimonial,Hombre,Apartamento o piso,2 personas,Ninguna,"Máster, licenciatura o superior",1001€ - 1500€,Trabajo a tiempo parcial,Cataluña,0
116694ffa36cdb22_b981c2388d27d31f_a7f2f8f5776823c6_3c8588f433f39d08762a4c2e5ac314ec,Casado/a,Hombre,Apartamento o piso,3 personas,Ninguna,Educación secundaria,1001€ - 1500€,Trabajo a tiempo completo,NA,26
13c77ddf-70c6-4b11-8e31-5473086b0f82_b981c2388d27d31f,Casado/a,Hombre,Casa unifamiliar adosada,2 personas,Ninguna,"Máster, licenciatura o superior",Prefiero no responder,Jubilado/a o pensionista,NA,83
d9efa308-67d2-4d66-9f0e-67b8fb50af80_b981c2388d27d31f,Soltero/a,Hombre,Casa unifamiliar adosada,2 personas,Ninguna,Formación profesional o técnica,2001€ - 2500€,Trabajo a tiempo completo,NA,50
186772c3-8205-4eaa-8594-d1e168650774_b981c2388d27d31f,Divorciado/a o separado/a,Hombre,Apartamento o piso,2 personas,Ninguna,"Máster, licenciatura o superior",Prefiero no responder,Trabajo a tiempo completo,NA,50
7f5b73bf-ab6d-403d-81a9-18248ad4f258_b981c2388d27d31f,Casado/a,Hombre,Apartamento o piso,2 personas,Ninguna,Educación secundaria,Prefiero no responder,Trabajo a tiempo completo,NA,9
315ef416-c3db-4c0b-ae24-f5e363bc589b_b981c2388d27d31f,Casado/a,Mujer,Casa unifamiliar no adosada,4 personas,Ninguna,Educación secundaria,1001€ - 1500€,Desempleado/a,NA,49
4d624d03-fdf9-4210-912a-db273bc422a4_b981c2388d27d31f,Casado/a,Mujer,Casa unifamiliar adosada,4 personas,Ninguna,Grado o diplomatura,Más de 4000€,Trabajo a tiempo completo,NA,78
237c3194-da4a-42d5-97b1-74028deb6fc9_b981c2388d27d31f,Soltero/a,Hombre,Apartamento o piso,Vivo solo/a,Ninguna,Formación profesional o técnica,1001€ - 1500€,Trabajo a tiempo completo,NA,75
0a9d996f-817b-4c52-9700-65450e6d0d82_b981c2388d27d31f,Casado/a,Hombre,Apartamento o piso,2 personas,Ninguna,Formación profesional o técnica,1501€ - 2000€,Desempleado/a,NA,37
087b730502373276_b981c2388d27d31f_d529942707cfdc73_4bbe00cf9cfb1032c43e7ff07b3d5741,Casado/a,Hombre,Apartamento o piso,4 personas,1 niño/a,"Máster, licenciatura o superior",2501€ - 3000€,Trabajo a tiempo completo,NA,18
93ffa6c2-b04b-493a-98cd-54a21846da17_b981c2388d27d31f,Casado/a,Hombre,Apartamento o piso,3 personas,Ninguna,Grado o diplomatura,Prefiero no responder,Jubilado/a o pensionista,NA,62
6e1825cb-5caf-46f8-bd56-82034d6bf2b4_b981c2388d27d31f,Casado/a,Mujer,Apartamento o piso,4 personas,1 niño/a,"Máster, licenciatura o superior",1001€ - 1500€,Desempleado/a,NA,21
b6b91629-fbd6-4128-9501-dcd60a017fa2_b981c2388d27d31f,Pareja de hecho o relación estable no matrimonial,Mujer,Casa unifamiliar no adosada,2 personas,Ninguna,"Máster, licenciatura o superior",Prefiero no responder,Trabajo a tiempo parcial,NA,12
2cddafb935bb28c5_b981c2388d27d31f_9f99ccf329b672a0_6cc8d7e72529b37066ff439f4b55dd4f,Casado/a,Hombre,Apartamento o piso,4 personas,2 niños/as,"Máster, licenciatura o superior",1501€ - 2000€,Trabajo a tiempo completo,NA,25
f3908b3b-d470-4075-af55-4a0d6e80af15_b981c2388d27d31f,Casado/a,Mujer,Apartamento o piso,2 personas,Ninguna,"Máster, licenciatura o superior",3001€ - 4000€,Trabajo a tiempo completo,NA,20
75ac3d70c08b9b26_b981c2388d27d31f_c6c189a9a44805aa_7a20726d5c0c2b56cd0e7ea9ad66ff1d,Soltero/a,Mujer,Apartamento o piso,3 personas,Ninguna,"Máster, licenciatura o superior",3001€ - 4000€,Trabajo a tiempo parcial,NA,18
7ec7959f-b4ef-4277-a168-5a6b2cdc520a_b981c2388d27d31f,Soltero/a,No-binario,Ático,3 personas,Ninguna,"Máster, licenciatura o superior",3001€ - 4000€,Desempleado/a,NA,5
20e4b827-aca2-42b0-a66f-cafc06ec09f5_b981c2388d27d31f,Pareja de hecho o relación estable no matrimonial,Hombre,Apartamento o piso,2 personas,1 niño/a,"Máster, licenciatura o superior",2501€ - 3000€,Trabajo a tiempo completo,NA,50
39e1378d-6423-4d78-8378-a1a4e2a51bb6_b981c2388d27d31f,Casado/a,Hombre,Casa unifamiliar adosada,3 personas,Ninguna,Grado o diplomatura,2501€ - 3000€,Jubilado/a o pensionista,NA,50
3c73fef9-7161-4dc7-b989-39b340135611_b981c2388d27d31f,Casado/a,Hombre,Apartamento o piso,4 personas,Ninguna,Grado o diplomatura,Prefiero no responder,Trabajo a tiempo completo,NA,73
0d13136f-a19c-432a-b403-d14d9638d036_b981c2388d27d31f,Pareja de hecho o relación estable no matrimonial,Hombre,Apartamento o piso,3 personas,1 niño/a,"Máster, licenciatura o superior",3001€ - 4000€,Trabajo a tiempo completo,NA,24
871eeaff-1b92-4bee-b4d7-f8af5f50930f_b981c2388d27d31f,Soltero/a,Hombre,Apartamento o piso,Vivo solo/a,Ninguna,Grado o diplomatura,Prefiero no responder,Desempleado/a,NA,25
6ea1f2b3-846b-41d0-a71a-87c67ca7fdbe_b981c2388d27d31f,Casado/a,Mujer,Casa unifamiliar adosada,3 personas,Ninguna,Educación secundaria,1501€ - 2000€,Trabajo a tiempo completo,NA,51
7140128d7799cd3f_b981c2388d27d31f_2cf751cf4d28a7c6_19933bd2afc1c604f17ef5179d4229ef,Pareja de hecho o relación estable no matrimonial,Hombre,Apartamento o piso,3 personas,Ninguna,Educación secundaria,1501€ - 2000€,Jubilado/a o pensionista,NA,50
46eff469-1c00-4da2-913a-fd30ab5e96ff_b981c2388d27d31f,Casado/a,Mujer,Apartamento o piso,2 personas,Ninguna,Educación primaria,Prefiero no responder,Desempleado/a,NA,26
5972862d-3af1-4bbf-b22b-db0559f8bfa0_b981c2388d27d31f,Casado/a,Mujer,Apartamento o piso,2 personas,Ninguna,Educación primaria,Prefiero no responder,Jubilado/a o pensionista,NA,45
61c29afe-bbaf-48cf-9a9a-1e38f50e6139_b981c2388d27d31f,Casado/a,Hombre,Casa unifamiliar adosada,4 personas,Ninguna,"Máster, licenciatura o superior",2501€ - 3000€,Trabajo a tiempo completo,NA,77
okkt54umbfx6s3zb_b981c2388d27d31f_4c00b8c47851c993_43987209b3625dd55f142c7dd6ed572c,Casado/a,Hombre,Apartamento o piso,2 personas,Ninguna,"Máster, licenciatura o superior",3001€ - 4000€,Jubilado/a o pensionista,NA,32
dfa4fbff-62fe-44b7-a1cd-c0f3e36b8eb4_b981c2388d27d31f,Soltero/a,Hombre,Ático,2 personas,Ninguna,Formación profesional o técnica,1501€ - 2000€,Trabajo a tiempo completo,NA,50
abdbc226-e593-4c3c-b8c4-2ecd27af6821_b981c2388d27d31f,Casado/a,Mujer,Apartamento o piso,2 personas,2 niños/as,"Máster, licenciatura o superior",2501€ - 3000€,Trabajo a tiempo completo,NA,87
a1fd203d-c646-4277-8dd1-e3551d57e7d0_b981c2388d27d31f,Soltero/a,Hombre,Casa unifamiliar no adosada,5 o más personas,Ninguna,"Máster, licenciatura o superior",Más de 4000€,Trabajo a tiempo completo,NA,74
2988adc1-99c8-4698-8caf-611e5dd485a6_b981c2388d27d31f,Casado/a,Hombre,Apartamento o piso,3 personas,1 niño/a,Formación profesional o técnica,Prefiero no responder,Trabajo a tiempo completo,Comunidad de Madrid,50
